"...1","regiao","ibge","municipio","pib_per_capita","uf","vab","Impostos","populacao","taxa_analfabetismo","percentage_votos_centrao","Administração, defesa, educação e saúde públicas e seguridade social","Agricultura, inclusive apoio à agricultura e a pós colheita","Comércio e reparação de veículos automotores e motocicletas","Construção","Demais serviços","Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação","Indústrias de transformação","Indústrias extrativas","Pecuária, inclusive apoio à pecuária","Produção florestal, pesca e aquicultura","num_bolsa","percent_bolsa","Emendas","percent_transfer","percent_empregado_mun"
2290,"Sudeste",3104304,"AREADO",20234.71,"MG","Demais serviços",22121.01,15288.0005693188,0.0545999999999999,0.328170818197849,0,0,0,0,1,0,0,0,0,0,516,0.0337519610664819,2296185.28,0.90813485199987,0.152242328874902
2291,"Sudeste",3104403,"ARGIRITA",14954.09,"MG","Administração, defesa, educação e saúde públicas e seguridade social",1894.69,2680.99991373597,0.0708,0.615992241953385,1,0,0,0,0,0,0,0,0,0,226,0.0842969068525888,1278285.71,0.942411699109997,0.570631970260223
2292,"Sudeste",3104452,"ARICANDUVA",12645.43,"MG","Administração, defesa, educação e saúde públicas e seguridade social",1604.958,5304.99864377882,0.1582,0.242194557438795,1,0,0,0,0,0,0,0,0,0,669,0.126107478045171,442741.66,0.94359597447806,0.589318600368324
2293,"Sudeste",3104502,"ARINOS",17849.84,"MG","Administração, defesa, educação e saúde públicas e seguridade social",17497.511,17849.9972548774,0.1049,0.555915727596602,1,0,0,0,0,0,0,0,0,0,2451,0.137310945486576,3224058.05,0.905984768010828,0.269980879541109
2294,"Sudeste",3104601,"ASTOLFO DUTRA",20339.56,"MG","Demais serviços",25911.318,14357.9998289049,0.0520999999999999,0.508335624421832,0,0,0,0,1,0,0,0,0,0,584,0.0406741890903438,2430571,0.923080298342854,0.140294388224471
2295,"Sudeste",3104700,"ATALÉIA",15926.39,"MG","Administração, defesa, educação e saúde públicas e seguridade social",11837.144,12495.9982770735,0.1999,0.369947537779569,1,0,0,0,0,0,0,0,0,0,1937,0.155009624445438,1171505,0.9483156772827,0.396726422447389
2296,"Sudeste",3104809,"AUGUSTO DE LIMA",18423.57,"MG","Administração, defesa, educação e saúde públicas e seguridade social",7165.246,4833.00033598266,0.0978,0.759103305218766,1,0,0,0,0,0,0,0,0,0,486,0.100558652227196,949979,0.872746111340747,0.348360655737705
2297,"Sudeste",3104908,"BAEPENDI",19795.44,"MG","Demais serviços",25574.398,19248.9960819259,0.0793000000000001,0.203209455411845,0,0,0,0,1,0,0,0,0,0,1329,0.0690425617182124,2152868.9,0.886103179652517,0.165880132137801
2298,"Sudeste",3105004,"BALDIM",25871.06,"MG","Construção",6576.547,7779.99857756118,0.0762,0.758622204724409,0,0,0,1,0,0,0,0,0,0,619,0.0795629965518631,8e+05,0.906694730048755,0.316163410301954
2299,"Sudeste",3105103,"BAMBUÍ",32549.38,"MG","Demais serviços",64681.067,23963.9997136658,0.0577,0.377562635744816,0,0,0,0,1,0,0,0,0,0,691,0.0288349193897689,966339.95,0.828824714351633,0.115877437325905
2300,"Sudeste",3105202,"BANDEIRA",12476.94,"MG","Administração, defesa, educação e saúde públicas e seguridade social",1570.811,4737.99809889284,0.2141,0.807895304659498,1,0,0,0,0,0,0,0,0,0,526,0.111017351425893,710000,0.925338342784681,0.746445497630332
2301,"Sudeste",3105301,"BANDEIRA DO SUL",14907.61,"MG","Administração, defesa, educação e saúde públicas e seguridade social",6357.278,5807.99960557058,0.0781,0.604642263307599,1,0,0,0,0,0,0,0,0,0,191,0.0328856771644419,1273090,0.881155881840693,0.207746478873239
2302,"Sudeste",3105400,"BARÃO DE COCAIS",73393.52,"MG","Indústrias extrativas",157331.719,33231.9990647676,0.0429000000000001,0.248477470832509,0,0,0,0,0,0,0,1,0,0,1446,0.0435122785476076,2302249,0.721268300698271,0.143520260945929
2303,"Sudeste",3105509,"BARÃO DE MONTE ALTO",11883.74,"MG","Administração, defesa, educação e saúde públicas e seguridade social",1951.714,5310.99931503045,0.118,0.621417746772178,1,0,0,0,0,0,0,0,0,0,533,0.10035776101337,2248295,0.963239614858238,0.630182421227197
2304,"Sudeste",3105608,"BARBACENA",25335.18,"MG","Demais serviços",456774.897,139060.978804966,0.0383,0.109359471891755,0,0,0,0,1,0,0,0,0,0,5383,0.0387096369251772,2225150,0.71409619849018,0.082599923978831
2305,"Sudeste",3105707,"BARRA LONGA",16702.85,"MG","Administração, defesa, educação e saúde públicas e seguridade social",6483.033,4904.99872776203,0.1256,0.364900762744347,1,0,0,0,0,0,0,0,0,0,606,0.123547432656827,702857.14,0.84213037939553,0.375917767988253
2306,"Sudeste",3105905,"BARROSO",29022.49,"MG","Indústrias de transformação",83844.152,20980.9970474622,0.0448,0.0342683732057416,0,0,0,0,0,0,1,0,0,0,1728,0.0823602422749979,1649428.57,0.912423276764012,0.214840989399293
2307,"Sudeste",3106002,"BELA VISTA DE MINAS",55337.41,"MG","Indústrias extrativas",10409.224,10268.9992538502,0.0473999999999999,0.542570887388474,0,0,0,0,0,0,0,1,0,0,651,0.0633946876328695,759936,0.914480533898068,0.234274711168164
2308,"Sudeste",3106101,"BELMIRO BRAGA",17992.57,"MG","Administração, defesa, educação e saúde públicas e seguridade social",3038.165,3422.0002478801,0.1079,0.0845170422535211,1,0,0,0,0,0,0,0,0,0,175,0.0511396806906753,214000,0.946392491946659,0.379478827361564
2309,"Sudeste",3106200,"BELO HORIZONTE",41818.32,"MG","Demais serviços",13745341.595,2530701.25851541,0.0222,0.228817180717827,0,0,0,0,1,0,0,0,0,0,70411,0.0278227229559705,95136677.29,0.522224385747268,0.0285796395027908
2310,"Sudeste",3106309,"BELO ORIENTE",77527.64,"MG","Indústrias de transformação",178127.113,27277.0010153798,0.0775,0.571737227476356,0,0,0,0,0,0,1,0,0,0,2046,0.0750082459155384,5329457.71,0.871989272417326,0.139015266403801
2311,"Sudeste",3106408,"BELO VALE",36243.16,"MG","Indústrias extrativas",9901.848,7722.99934663534,0.0565000000000001,0.527833510042805,0,0,0,0,0,0,0,1,0,0,471,0.0609866683732402,1e+05,0.929136323625101,0.376543209876543
2312,"Sudeste",3106507,"BERILO",9551.5,"MG","Administração, defesa, educação e saúde públicas e seguridade social",5069.078,11813.0004711302,0.1647,0.801234579050951,1,0,0,0,0,0,0,0,0,0,1209,0.102344870209281,985184,0.934220001379984,0.544332210998878
2313,"Sudeste",3106606,"BERTÓPOLIS",11671.08,"MG","Administração, defesa, educação e saúde públicas e seguridade social",1239.524,4608.99839603533,0.2257,0.478135,1,0,0,0,0,0,0,0,0,0,796,0.17270563614965,1468351,0.984061591690967,0.94910941475827
2314,"Sudeste",3106655,"BERIZAL",12734.93,"MG","Administração, defesa, educação e saúde públicas e seguridade social",2214.017,4791.99932783298,0.1742,0.837582674418605,1,0,0,0,0,0,0,0,0,0,816,0.170283830229377,1177840,0.938875234832886,0.507396449704142
2315,"Sudeste",3106705,"BETIM",73624.78,"MG","Indústrias de transformação",5688917.919,450024.015433391,0.0362000000000001,0.228415620677714,0,0,0,0,0,0,1,0,0,0,25115,0.0558081327633444,5932368,0.747875588635327,0.0913870824988937
2316,"Sudeste",3106804,"BIAS FORTES",12668.63,"MG","Administração, defesa, educação e saúde públicas e seguridade social",1445.58,3282.00050044875,0.1161,0.0781709195402299,1,0,0,0,0,0,0,0,0,0,470,0.14320534074743,1068183.73,0.955321059642353,0.657754010695187
2317,"Sudeste",3106903,"BICAS",18998.7,"MG","Demais serviços",23633.825,14612.0006632033,0.0425,0.101629088197699,0,0,0,0,1,0,0,0,0,0,849,0.0581029264622193,1956950,0.878869535456543,0.177445216461785
2318,"Sudeste",3107000,"BIQUINHAS",25978.67,"MG","Administração, defesa, educação e saúde públicas e seguridade social",3242.466,2482.00023326829,0.0936,0.128194713375796,1,0,0,0,0,0,0,0,0,0,227,0.0914584926130675,1e+05,0.940022843261461,0.536057692307692
2319,"Sudeste",3107109,"BOA ESPERANÇA",26261.54,"MG","Demais serviços",91565.899,40307.9991500879,0.0489,0.420811468338942,0,0,0,0,1,0,0,0,0,0,1517,0.0376352096850903,8369263.98,0.749309285785608,0.126955791242256
2320,"Sudeste",3107208,"BOCAINA DE MINAS",15766.67,"MG","Administração, defesa, educação e saúde públicas e seguridade social",3922.08,5087.99854376352,0.1116,0.616612180794935,1,0,0,0,0,0,0,0,0,0,487,0.0957154361997464,688233,0.929663840314882,0.365997638724911
2322,"Sudeste",3107406,"BOM DESPACHO",35269,"MG","Demais serviços",204656.317,51435.9986957385,0.0422,0.268111901686401,0,0,0,0,1,0,0,0,0,0,1585,0.0308149941712188,3545594.15,0.749281602360171,0.0924807197943445
2323,"Sudeste",3107505,"BOM JARDIM DE MINAS",19828.35,"MG","Administração, defesa, educação e saúde públicas e seguridade social",10061.206,6443.99967722982,0.0827,0.378284537198743,1,0,0,0,0,0,0,0,0,0,551,0.0855059012412717,1192857.14,0.926158320530677,0.296043656207367
2324,"Sudeste",3107604,"BOM JESUS DA PENHA",45924.06,"MG","Agricultura, inclusive apoio à agricultura e a pós colheita",15981.022,4269.99966901881,0.0773,0.138872102217936,0,1,0,0,0,0,0,0,0,0,211,0.049414523736599,6e+05,0.871177742647497,0.4359375
2325,"Sudeste",3107703,"BOM JESUS DO AMPARO",25935.64,"MG","Demais serviços",21388.878,6181.99963447981,0.0538,0.488382093023256,0,0,0,0,1,0,0,0,0,0,399,0.0645422231626473,89142.86,0.93100633866748,0.1879235982748
2326,"Sudeste",3107802,"BOM JESUS DO GALHO",11568.99,"MG","Administração, defesa, educação e saúde públicas e seguridade social",8104.319,14791.9966220042,0.1428,0.275834175824176,1,0,0,0,0,0,0,0,0,0,2191,0.148120639558606,1420571.4,0.924036875112411,0.358767424798239
2327,"Sudeste",3107901,"BOM REPOUSO",15221.01,"MG","Administração, defesa, educação e saúde públicas e seguridade social",9746.024,10526.9992595761,0.0717,0.498443118918027,1,0,0,0,0,0,0,0,0,0,825,0.0783699114683155,1880921,0.92589660790633,0.329957805907173
2328,"Sudeste",3108008,"BOM SUCESSO",25271.28,"MG","Demais serviços",44053.61,17612.0022017088,0.0894,0.0997348968363136,0,0,0,0,1,0,0,0,0,0,473,0.0268566852639904,6295878.5,0.861978248564848,0.214674900108972
2329,"Sudeste",3108107,"BONFIM",19772.69,"MG","Demais serviços",9367.739,6851.99990491936,0.0715000000000001,0.670896075949367,0,0,0,0,1,0,0,0,0,0,656,0.0957384718480553,15475629.64,0.86703036415208,0.289498580889309
2330,"Sudeste",3108206,"BONFINÓPOLIS DE MINAS",84995.13,"MG","Agricultura, inclusive apoio à agricultura e a pós colheita",15723.101,5397.00005165002,0.0926,0.425297356321839,0,1,0,0,0,0,0,0,0,0,290,0.0537335551648436,7e+05,0.941119213445598,0.371270718232044
2331,"Sudeste",3108255,"BONITO DE MINAS",8784.49,"MG","Administração, defesa, educação e saúde públicas e seguridade social",3964.06,11502.0037588978,0.1747,0.726933076923077,1,0,0,0,0,0,0,0,0,0,1511,0.131368414727835,808276.09,0.950806426361979,0.8486646884273
2332,"Sudeste",3108305,"BORDA DA MATA",18923.96,"MG","Demais serviços",35315.779,19808.9960557938,0.0493000000000001,0.744581654165022,0,0,0,0,1,0,0,0,0,0,741,0.0374072465819523,2380870,0.860445482964341,0.190352697095436
2333,"Sudeste",3108404,"BOTELHOS",21834.65,"MG","Demais serviços",28364.806,14926.9989672379,0.0672,0.240695395497111,0,0,0,0,1,0,0,0,0,0,681,0.0456220303555105,1048990,0.85537544787081,0.198587127158556
2334,"Sudeste",3108503,"BOTUMIRIM",12103.05,"MG","Administração, defesa, educação e saúde públicas e seguridade social",2802.814,6259.0007477454,0.1333,0.791179835642926,1,0,0,0,0,0,0,0,0,0,908,0.145071080288188,610000,0.942263182706263,0.493617021276596
2335,"Sudeste",3108552,"BRASILÂNDIA DE MINAS",24489.37,"MG","Agricultura, inclusive apoio à agricultura e a pós colheita",31203.827,16949.9969986978,0.0723,0.519264658385093,0,1,0,0,0,0,0,0,0,0,1387,0.0818289230438541,1252376,0.916882367257925,0.218618847768027
2336,"Sudeste",3108602,"BRASÍLIA DE MINAS",11627.4,"MG","Administração, defesa, educação e saúde públicas e seguridade social",22855.987,32460.0019780862,0.1101,0.436597857559837,1,0,0,0,0,0,0,0,0,0,3604,0.111028951952408,5236460.93,0.910855132352568,0.335424602285458
2337,"Sudeste",3108701,"BRÁS PIRES",11758.46,"MG","Administração, defesa, educação e saúde públicas e seguridade social",2178.607,4254.99844367375,0.0853,0.708870759493671,1,0,0,0,0,0,0,0,0,0,533,0.125264440646848,350000,0.961626361036362,0.666666666666667
2338,"Sudeste",3108800,"BRAÚNAS",44982.9,"MG","Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação",2474.596,4736.99983771611,0.1081,0.551505016611296,0,0,0,0,0,1,0,0,0,0,507,0.107029769341188,750000,0.95370025970504,0.553497942386831
2339,"Sudeste",3108909,"BRAZÓPOLIS",13786.69,"MG","Administração, defesa, educação e saúde públicas e seguridade social",17309.721,14363.998827855,0.0718000000000001,0.478591091237036,1,0,0,0,0,0,0,0,0,0,462,0.0321637453147155,874809,0.890968277337147,0.258111380145278
2340,"Sudeste",3109006,"BRUMADINHO",112233.99,"MG","Indústrias extrativas",372254.286,41208.00057986,0.0412,0.555099858385724,0,0,0,0,0,0,0,1,0,0,1270,0.0308192579627535,1290663,0.720619229784447,0.195543731293648
2341,"Sudeste",3109105,"BUENO BRANDÃO",21921.18,"MG","Demais serviços",25947.061,10982.0019725216,0.0742,0.588559455244606,0,0,0,0,1,0,0,0,0,0,427,0.0388817996088884,2765488,0.921513785009662,0.267991775188485
2342,"Sudeste",3109204,"BUENÓPOLIS",17474.86,"MG","Administração, defesa, educação e saúde públicas e seguridade social",8560.144,10341.9997642327,0.1187,0.557559746390948,1,0,0,0,0,0,0,0,0,0,902,0.0872171746821654,260000,0.902002269394293,0.41253051261188
2343,"Sudeste",3109253,"BUGRE",11937.36,"MG","Administração, defesa, educação e saúde públicas e seguridade social",1416.92,3984.00123645429,0.1491,0.477134183006536,1,0,0,0,0,0,0,0,0,0,507,0.127258996649113,1167923.46,0.956631215819396,0.441904761904762
2344,"Sudeste",3109303,"BURITIS",46229.61,"MG","Agricultura, inclusive apoio à agricultura e a pós colheita",54281.082,25178.9987412829,0.0993000000000001,0.581930356554597,0,1,0,0,0,0,0,0,0,0,2199,0.0873346880308854,8331607.66,0.826686405433348,0.244383934649421
2345,"Sudeste",3109402,"BURITIZEIRO",26118.73,"MG","Agricultura, inclusive apoio à agricultura e a pós colheita",40805.175,28183.996312225,0.1126,0.762030126723817,0,1,0,0,0,0,0,0,0,0,3453,0.122516337347881,1300019,0.758955490883902,0.215231113826105
2346,"Sudeste",3109451,"CABECEIRA GRANDE",67955.62,"MG","Agricultura, inclusive apoio à agricultura e a pós colheita",11127.836,7025.00036052942,0.097,0.404362806414662,0,1,0,0,0,0,0,0,0,0,585,0.0832740170786146,1394503.44,0.800451031521078,0.636135508155583
2347,"Sudeste",3109501,"CABO VERDE",20665.25,"MG","Agricultura, inclusive apoio à agricultura e a pós colheita",14926.578,14073.9981369691,0.0790000000000001,0.235575819861432,0,1,0,0,0,0,0,0,0,0,598,0.0424897029387261,1078285.71,0.915171833221899,0.283620140216699
2348,"Sudeste",3109600,"CACHOEIRA DA PRATA",14487.2,"MG","Administração, defesa, educação e saúde públicas e seguridade social",3699.547,3580.00055221161,0.0301000000000001,0.330326742081448,1,0,0,0,0,0,0,0,0,0,142,0.0396647983510162,249940,0.93315468758085,0.286831812255541
2349,"Sudeste",3109709,"CACHOEIRA DE MINAS",46258.02,"MG","Indústrias de transformação",61550.685,11609.0002339054,0.0634,0.752112376599634,0,0,0,0,0,0,1,0,0,0,328,0.0282539403386382,1649883,0.903911596121283,0.201307800093414
2350,"Sudeste",3109808,"CACHOEIRA DOURADA",99124.77,"MG","Comércio e reparação de veículos automotores e motocicletas",34087.873,2719.99996569979,0.0734999999999999,0.502113786816269,0,0,1,0,0,0,0,0,0,0,89,0.0327205886479128,2636364.91,0.837950346612435,0.654696132596685
2351,"Sudeste",3109907,"CAETANÓPOLIS",26561.99,"MG","Demais serviços",28774.018,11869.001230706,0.0465000000000001,0.318423021363174,0,0,0,0,1,0,0,0,0,0,599,0.0504675994514469,889975,0.904247900520285,0.157142857142857
2352,"Sudeste",3110004,"CAETÉ",23695.84,"MG","Demais serviços",88486.51,45364.0022468079,0.0355,0.620677439762917,0,0,0,0,1,0,0,0,0,0,1607,0.0354245639804208,4142529.95,0.807408445777407,0.158932562113843
2353,"Sudeste",3110103,"CAIANA",15876.73,"MG","Administração, defesa, educação e saúde públicas e seguridade social",4180.62,5583.99853118369,0.0864,0.664590265095729,1,0,0,0,0,0,0,0,0,0,442,0.0791547486145748,493444,0.924170497516799,0.550955414012739
2354,"Sudeste",3110202,"CAJURI",24569.91,"MG","Administração, defesa, educação e saúde públicas e seguridade social",8968.316,3960.9996129412,0.0890000000000001,0.680361906158358,1,0,0,0,0,0,0,0,0,0,417,0.105276455629432,749321,0.963787265937563,0.423242467718795
2355,"Sudeste",3110301,"CALDAS",23127.61,"MG","Demais serviços",25436.932,14599.9970165529,0.06,0.0917372412599515,0,0,0,0,1,0,0,0,0,0,659,0.0451369955249203,1600000,0.841786184981587,0.144392690791831
2356,"Sudeste",3110400,"CAMACHO",24964.43,"MG","Agricultura, inclusive apoio à agricultura e a pós colheita",1897.607,2839.00000921311,0.1297,0.642540984996738,0,1,0,0,0,0,0,0,0,0,135,0.0475519547593866,997329,0.968919252812741,0.597796143250689
2357,"Sudeste",3110509,"CAMANDUCAIA",45365.42,"MG","Demais serviços",161531.922,21831.0005726829,0.0702,0.352514038772213,0,0,0,0,1,0,0,0,0,0,1086,0.0497457730526062,1336500,0.77277086288395,0.121237260014221
2358,"Sudeste",3110608,"CAMBUÍ",62049.99,"MG","Indústrias de transformação",359740.465,30067.9988989523,0.0520999999999999,0.489204499017682,0,0,0,0,0,0,1,0,0,0,923,0.0306970877277823,1719856,0.826670583630258,0.0941689373297003
2359,"Sudeste",3110707,"CAMBUQUIRA",28950.98,"MG","Agricultura, inclusive apoio à agricultura e a pós colheita",14623.461,12809.9986943447,0.0789,0.306776917293233,0,1,0,0,0,0,0,0,0,0,847,0.0661202253185185,2016495,0.89950961514883,0.289570552147239
2360,"Sudeste",3110806,"CAMPANÁRIO",14298.98,"MG","Administração, defesa, educação e saúde públicas e seguridade social",2544.751,3739.00061402981,0.1654,0.799211369081574,1,0,0,0,0,0,0,0,0,0,559,0.149505190746017,857500,0.959079995648366,0.620423892100193
2361,"Sudeste",3110905,"CAMPANHA",26097.7,"MG","Demais serviços",41779.21,16854.9990229024,0.0548999999999999,0.13051153531218,0,0,0,0,1,0,0,0,0,0,740,0.0439038886323574,703002.26,0.806492776402756,0.158951030238159
2362,"Sudeste",3111002,"CAMPESTRE",23104.32,"MG","Demais serviços",33186.731,21052.0013573219,0.0620999999999999,0.510855829087203,0,0,0,0,1,0,0,0,0,0,495,0.0235132038801545,4775799,0.897077551502748,0.256259659969088
2363,"Sudeste",3111101,"CAMPINA VERDE",27169.11,"MG","Demais serviços",36166.644,19758.9997243193,0.0703,0.42220711945778,0,0,0,0,1,0,0,0,0,0,876,0.0443342280592182,2059205.36,0.824900870043453,0.211145510835913
2364,"Sudeste",3111150,"CAMPO AZUL",10616.58,"MG","Administração, defesa, educação e saúde públicas e seguridade social",1219.263,3829.99986813079,0.1598,0.711538150134048,1,0,0,0,0,0,0,0,0,0,744,0.194255881361976,423106,0.976768325262767,0.825358851674641
2365,"Sudeste",3111200,"CAMPO BELO",22905.64,"MG","Demais serviços",126417.163,54338.0002479739,0.0575,0.439508141263941,0,0,0,0,1,0,0,0,0,0,2339,0.0430453824087355,7143150,0.792650206953668,0.103718073068219
2366,"Sudeste",3111309,"CAMPO DO MEIO",19843.07,"MG","Administração, defesa, educação e saúde públicas e seguridade social",13467.139,11648.0011913479,0.0673999999999999,0.210801483829026,1,0,0,0,0,0,0,0,0,0,760,0.0652472460738178,1231943.32,0.840959832255619,0.281533804238143
2367,"Sudeste",3111408,"CAMPO FLORIDO",84803.44,"MG","Agricultura, inclusive apoio à agricultura e a pós colheita",56045.82,8383.00005282805,0.0749,0.567118533554267,0,1,0,0,0,0,0,0,0,0,544,0.0648932359026383,1180000,0.864977630388594,0.235294117647059
2368,"Sudeste",3111507,"CAMPOS ALTOS",27730.44,"MG","Agricultura, inclusive apoio à agricultura e a pós colheita",30865.481,15661.0015924738,0.0843000000000001,0.381254522348817,0,1,0,0,0,0,0,0,0,0,594,0.037928608620119,819883,0.831008115135619,0.245984784446323
2369,"Sudeste",3111606,"CAMPOS GERAIS",24372.14,"MG","Agricultura, inclusive apoio à agricultura e a pós colheita",36918.14,28908.005821401,0.0858,0.497694173730665,0,1,0,0,0,0,0,0,0,0,1296,0.0448318714202193,1743421,0.85234847971766,0.279093717816684
2370,"Sudeste",3111705,"CANAÃ",17088.06,"MG","Administração, defesa, educação e saúde públicas e seguridade social",2544.113,4532.99988412962,0.1165,0.716263443526171,1,0,0,0,0,0,0,0,0,0,433,0.0955217319806176,950000,0.968034245534554,0.524621212121212
2371,"Sudeste",3111804,"CANÁPOLIS",55343.4,"MG","Agricultura, inclusive apoio à agricultura e a pós colheita",77379.455,12250.9995410474,0.0798,0.543821197589756,0,1,0,0,0,0,0,0,0,0,420,0.0342829169646752,3990145.82,0.901862848243327,0.205738278516445
2372,"Sudeste",3111903,"CANA VERDE",14348.74,"MG","Administração, defesa, educação e saúde públicas e seguridade social",4185.739,5584.99972819913,0.0929000000000001,0.152377390530438,1,0,0,0,0,0,0,0,0,0,347,0.0621307102752338,1950951.43,0.954463053955427,0.351592356687898
2373,"Sudeste",3112000,"CANDEIAS",24926.08,"MG","Demais serviços",25393.375,14890.0017170771,0.1031,0.604678395702112,0,0,0,0,1,0,0,0,0,0,709,0.047615844072527,7871909.92,0.897017826234692,0.202113156100886
2374,"Sudeste",3112059,"CANTAGALO",12406.75,"MG","Administração, defesa, educação e saúde públicas e seguridade social",1870.673,4575.00078586253,0.1221,0.469218211143695,1,0,0,0,0,0,0,0,0,0,449,0.0981420596445535,4482743.38,0.973257618086518,0.559190031152648
2375,"Sudeste",3112109,"CAPARAÓ",17866.83,"MG","Agricultura, inclusive apoio à agricultura e a pós colheita",5457.869,5464.00004925328,0.0959,0.1280376816609,0,1,0,0,0,0,0,0,0,0,631,0.11548316147732,469092,0.959675614859724,0.441497659906396
2376,"Sudeste",3112208,"CAPELA NOVA",13534.64,"MG","Administração, defesa, educação e saúde públicas e seguridade social",3120.866,4615.99983449874,0.0848,0.574218317436093,1,0,0,0,0,0,0,0,0,0,430,0.0931542494404562,750000,0.967569316416047,0.530797101449275
2377,"Sudeste",3112307,"CAPELINHA",23174.33,"MG","Demais serviços",77389.501,38320.9938755511,0.125,0.283303656350651,0,0,0,0,1,0,0,0,0,0,3056,0.0797474097337997,432991.14,0.882035446380452,0.144479943201988
2378,"Sudeste",3112406,"CAPETINGA",30215.68,"MG","Agricultura, inclusive apoio à agricultura e a pós colheita",11335.338,6859.99907994789,0.0791,0.101444933201385,0,1,0,0,0,0,0,0,0,0,422,0.061516043235855,708444,0.925254253065155,0.2464046021093
2379,"Sudeste",3112505,"CAPIM BRANCO",12467.57,"MG","Administração, defesa, educação e saúde públicas e seguridade social",7699.894,9896.00379223858,0.0495999999999999,0.721497788483083,1,0,0,0,0,0,0,0,0,0,434,0.0438560866700946,2387996,0.87459151973372,0.278102189781022
2380,"Sudeste",3112604,"CAPINÓPOLIS",40910.84,"MG","Agricultura, inclusive apoio à agricultura e a pós colheita",47015.667,16294.0015164685,0.0920999999999999,0.43237301369863,0,1,0,0,0,0,0,0,0,0,735,0.0451086247449486,1987621.14,0.863826955026636,0.190530846484935
2381,"Sudeste",3112653,"CAPITÃO ANDRADE",10939.49,"MG","Administração, defesa, educação e saúde públicas e seguridade social",2059.566,5558.99973399126,0.1451,0.479091214109926,1,0,0,0,0,0,0,0,0,0,616,0.110811302298395,2500042.2,0.933159881774722,0.635
2382,"Sudeste",3112703,"CAPITÃO ENÉAS",32591.49,"MG","Indústrias de transformação",43765.527,15387.9993519781,0.1307,0.587441693989071,0,0,0,0,0,0,1,0,0,0,1786,0.116064470705246,1090070,0.907462126205669,0.216191904047976
2383,"Sudeste",3112802,"CAPITÓLIO",37783.2,"MG","Demais serviços",33888.174,8693.00038112177,0.0287,0.0908327848101266,0,0,0,0,1,0,0,0,0,0,143,0.0164500165340551,1615382.13,0.624379938199636,0.142147391664367
2384,"Sudeste",3112901,"CAPUTIRA",15427.23,"MG","Agricultura, inclusive apoio à agricultura e a pós colheita",6752.459,9318.00264856361,0.1025,0.62258253826822,0,1,0,0,0,0,0,0,0,0,1186,0.127280496124652,665877,0.963386618528811,0.461621621621622
2385,"Sudeste",3113008,"CARAÍ",8814.85,"MG","Administração, defesa, educação e saúde públicas e seguridade social",11014.365,23871.9928302807,0.1945,0.574995354422964,1,0,0,0,0,0,0,0,0,0,3109,0.130236299168805,1074321,0.95945030179827,0.581411600279525
2386,"Sudeste",3113107,"CARANAÍBA",13169.27,"MG","Administração, defesa, educação e saúde públicas e seguridade social",962.921,3150.00041763894,0.0778,0.812431580928482,1,0,0,0,0,0,0,0,0,0,315,0.0999999867416226,2e+05,0.970224571907558,0.671511627906977
2387,"Sudeste",3113206,"CARANDAÍ",29108.4,"MG","Demais serviços",84374.232,25831.001360432,0.0453,0.18585180510786,0,0,0,0,1,0,0,0,0,0,1607,0.0622120674911815,1067500,0.85399681899444,0.210548702679711
2388,"Sudeste",3113305,"CARANGOLA",19358.62,"MG","Demais serviços",40145.965,33021.9940780903,0.0684,0.503622561699692,0,0,0,0,1,0,0,0,0,0,2265,0.0685906488458491,1665614,0.778695724650446,0.158753277017186
2389,"Sudeste",3113404,"CARATINGA",24518.79,"MG","Demais serviços",274854.238,93124.0114214445,0.0648999999999999,0.232413165347772,0,0,0,0,1,0,0,0,0,0,3947,0.0423843425530431,8861933.45,0.786104292665541,0.093137820882885
2390,"Sudeste",3113503,"CARBONITA",23419.5,"MG","Produção florestal, pesca e aquicultura",9513.886,9423.00032024595,0.1348,0.512504519947391,0,0,0,0,0,0,0,0,0,1,1026,0.108882517789538,1127988,0.923542036740559,0.226321036889332
2391,"Sudeste",3113602,"CAREAÇU",25519.59,"MG","Demais serviços",18637.648,6825.99892866617,0.0684999999999999,0.720741347685049,0,0,0,0,1,0,0,0,0,0,345,0.0505420530541182,488750,0.913492121187193,0.275528169014085
2392,"Sudeste",3113701,"CARLOS CHAGAS",25642.26,"MG","Demais serviços",43626.642,18515.9976538729,0.163,0.581405348837209,0,0,0,0,1,0,0,0,0,0,2135,0.115305696182859,719151,0.837825975802584,0.411492734478203
2393,"Sudeste",3113800,"CARMÉSIA",14958.01,"MG","Administração, defesa, educação e saúde públicas e seguridade social",1445.981,2660.00002674153,0.1094,0.920471834509301,1,0,0,0,0,0,0,0,0,0,157,0.0590225557976116,397398,0.908277653644305,0.663978494623656
2394,"Sudeste",3113909,"CARMO DA CACHOEIRA",26379.28,"MG","Agricultura, inclusive apoio à agricultura e a pós colheita",15862.418,12192.9998468495,0.08,0.297767592960545,0,1,0,0,0,0,0,0,0,0,689,0.0565078330725993,1220996.76,0.866934453936153,0.203958691910499
2395,"Sudeste",3114006,"CARMO DA MATA",23014.9,"MG","Demais serviços",28087.833,11546.0002433206,0.0522,0.540691173131504,0,0,0,0,1,0,0,0,0,0,490,0.0424389389982445,1349264.99,0.853362104228404,0.227538726333907
