Sigla,Código,Município,Programa Bolsa Família (PBF) - número de benefícios em dezembro (2021),Programa Bolsa Família (PBF) - valor total dos benefícios em dezembro (2021),
PB,2508208,Lagoa de Dentro,1429,414.403,
PB,2508307,Lagoa Seca,3316,626.742,
PB,2508406,Lastro,491,161.568,
PB,2508505,Livramento,1272,383.192,
PB,2508554,Logradouro,636,164.516,
PB,2508604,Lucena,1739,357.343,
PB,2508703,Mãe d'Água,690,185.682,
PB,2508802,Malta,870,224.901,
PB,2508901,Mamanguape,6790,1430.34,
PB,2509008,Manaíra,1931,391.598,
PB,2509057,Marcação,2140,530.193,
PB,2509107,Mari,4074,1113.388,
PB,2509156,Marizópolis,1181,327.139,
PB,2509206,Massaranduba,2257,443.842,
PB,2509305,Mataraca,1556,408.636,
PB,2509339,Matinhas,756,215.71,
PB,2509370,Mato Grosso,440,116.697,
PB,2509396,Maturéia,1110,218.512,
PB,2509404,Mogeiro,2710,806.008,
PB,2509503,Montadas,1054,299.024,
PB,2509602,Monte Horebe,711,213.448,
PB,2509701,Monteiro,5149,1024.706,
PB,2509800,Mulungu,1780,444.02,
PB,2509909,Natuba,1305,313.02,
PB,2510006,Nazarezinho,1290,378.386,
PB,2510105,Nova Floresta,1925,579.188,
PB,2510204,Nova Olinda,1133,298.036,
PB,2510303,Nova Palmeira,575,124.279,
PB,2510402,Olho d'Água,1191,332.959,
PB,2510501,Olivedos,642,151.065,
PB,2510600,Ouro Velho,549,122.504,
PB,2510659,Parari,220,53.014,
PB,2510709,Passagem,449,125.356,
PB,2510808,Patos,10733,1970.473,
PB,2510907,Paulista,1816,426.401,
PB,2511004,Pedra Branca,540,146.131,
PB,2511103,Pedra Lavrada,1100,220.452,
PB,2511202,Pedras de Fogo,4653,1133.41,
PB,2511301,Piancó,2635,574.648,
PB,2511400,Picuí,3068,868.257,
PB,2511509,Pilar,1938,536.766,
PB,2511608,Pilões,1359,442.269,
PB,2511707,Pilõezinhos,1053,296.567,
PB,2511806,Pirpirituba,1509,335.692,
PB,2511905,Pitimbu,3404,890.476,
PB,2512002,Pocinhos,2960,948.547,
PB,2512036,Poço Dantas,652,202.183,
PB,2512077,Poço de José de Moura,556,157.981,
PB,2512101,Pombal,4439,1032.375,
PB,2512200,Prata,642,123.782,
PB,2512309,Princesa Isabel,2879,771.748,
PB,2512408,Puxinanã,2014,412.542,
PB,2512507,Queimadas,6612,1383.943,
PB,2512606,Quixabá,314,87.833,
PB,2512705,Remígio,2857,907.294,
PB,2512721,Pedro Régis,992,227.236,
PB,2512747,Riachão,492,95.107,
PB,2512754,Riachão do Bacamarte,779,216.363,
PB,2512762,Riachão do Poço,879,251.738,
PB,2512788,Riacho de Santo Antônio,351,94.892,
PB,2512804,Riacho dos Cavalos,1529,348.009,
PB,2512903,Rio Tinto,4299,852.503,
PB,2513000,Salgadinho,638,196.056,
PB,2513109,Salgado de São Félix,1926,553.868,
PB,2513158,Santa Cecília,1184,275.9,
PB,2513208,Santa Cruz,818,231.275,
PB,2513307,Santa Helena,1402,359.405,
PB,2513356,Santa Inês,715,182.52,
PB,2513406,Santa Luzia,2166,458.448,
PB,2513505,Santana de Mangueira,791,154.357,
PB,2513604,Santana dos Garrotes,1150,365.055,
PB,2513653,Santarém,421,119.055,
PB,2513703,Santa Rita,13717,2498.165,
PB,2513802,Santa Teresinha,774,232.295,
PB,2513851,Santo André,412,93.859,
PB,2513901,São Bento,3973,814.841,
PB,2513927,São Bentinho,612,173.023,
PB,2513943,São Domingos do Cariri,335,69.893,
PB,2513968,São Domingos de Pombal,383,77.378,
PB,2513984,São Francisco,514,132.185,
PB,2514008,São João do Cariri,658,168.847,
PB,2514107,São João do Tigre,956,235.091,
PB,2514206,São José da Lagoa Tapada,1308,310.295,
PB,2514305,São José de Caiana,1070,319.591,
PB,2514404,São José de Espinharas,679,173.487,
PB,2514453,São José dos Ramos,1122,319.985,
PB,2514503,São José de Piranhas,2929,890.565,
PB,2514552,São José de Princesa,647,177.947,
PB,2514602,São José do Bonfim,594,154.072,
PB,2514651,São José do Brejo do Cruz,273,80.43,
PB,2514701,São José do Sabugi,563,108.325,
PB,2514800,São José dos Cordeiros,607,160.246,
PB,2514909,São Mamede,1057,255.197,
PB,2515005,São Miguel de Taipu,1442,397.559,
PB,2515104,São Sebastião de Lagoa de Roça,1563,365.033,
PB,2515203,São Sebastião do Umbuzeiro,533,95.799,
PB,2515302,Sapé,9059,2483.774,
PB,2515401,Seridó,1984,506.78,
PB,2515500,Serra Branca,2167,542.39,
PB,2515609,Serra da Raiz,383,89.091,
PB,2515708,Serra Grande,562,162.902,
PB,2515807,Serra Redonda,1256,310.905,
PB,2515906,Serraria,1052,226.998,
PB,2515930,Sertãozinho,565,120.36,
PB,2515971,Sobrado,1566,469.036,
PB,2516003,Solânea,4422,864.793,
PB,2516102,Soledade,1930,415.961,
PB,2516151,Sossêgo,742,177.269,
PB,2516201,Sousa,10952,3000.083,
PB,2516300,Sumé,2801,529.383,
PB,2516409,Campo de Santana,1603,437.57,
PB,2516508,Taperoá,2659,718.997,
PB,2516607,Tavares,2417,747.931,
PB,2516706,Teixeira,2731,858.743,
PB,2516755,Tenório,417,81.07,
PB,2516805,Triunfo,1490,425.883,
PB,2516904,Uiraúna,1959,492.717,
PB,2517001,Umbuzeiro,1511,452.347,
PB,2517100,Várzea,299,66.483,
PB,2517209,Vieirópolis,788,229.829,
PB,2517407,Zabelê,333,82.125,
PE,2600054,Abreu e Lima,15358,2807.544,
PE,2600104,Afogados da Ingazeira,5040,943.63,
PE,2600203,Afrânio,4255,1096.591,
PE,2600302,Agrestina,4005,1128.846,
PE,2600401,Água Preta,4596,797.99,
PE,2600500,Águas Belas,9607,2853.276,
PE,2600609,Alagoinha,2563,518.111,
PE,2600708,Aliança,6834,1643.351,
PE,2600807,Altinho,4198,1007.584,
PE,2600906,Amaraji,3162,585.822,
PE,2601003,Angelim,1947,570.585,
PE,2601052,Araçoiaba,3444,958.144,
PE,2601102,Araripina,14907,3940.234,
PE,2601201,Arcoverde,8420,1672.306,
PE,2601300,Barra de Guabiraba,2071,363.738,
PE,2601409,Barreiros,8049,1704.129,
PE,2601508,Belém de Maria,2353,547.891,
PE,2601607,Belém de São Francisco,4407,1290.22,
PE,2601706,Belo Jardim,10978,2553.272,
PE,2601805,Betânia,2399,622.44,
PE,2601904,Bezerros,11552,2162.875,
PE,2602001,Bodocó,7228,1497.637,
PE,2602100,Bom Conselho,7802,1625.052,
PE,2602209,Bom Jardim,7472,1760.493,
PE,2602308,Bonito,7241,1514.19,
PE,2602407,Brejão,1788,523.893,
PE,2602506,Brejinho,1313,304.525,
PE,2602605,Brejo da Madre de Deus,7998,1399.354,
PE,2602704,Buenos Aires,2651,575.097,
PE,2602803,Buíque,9388,2353.596,
PE,2602902,Cabo de Santo Agostinho,23245,4494.255,
PE,2603009,Cabrobó,6603,1815.809,
PE,2603108,Cachoeirinha,3224,599.274,
PE,2603207,Caetés,5099,1533.331,
PE,2603306,Calçado,1770,402.653,
PE,2603405,Calumbi,1312,373.165,
PE,2603454,Camaragibe,13187,2302.975,
PE,2603504,Camocim de São Félix,3647,968.34,
PE,2603603,Camutanga,1426,319.012,
PE,2603702,Canhotinho,3724,906.716,
PE,2603801,Capoeiras,3174,789.356,
PE,2603900,Carnaíba,2616,600.336,
PE,2603926,Carnaubeira da Penha,2591,828.909,
PE,2604007,Carpina,10498,2141.037,
PE,2604106,Caruaru,31018,5578.741,
PE,2604155,Casinhas,2477,715.474,
PE,2604205,Catende,7955,1951.718,
PE,2604304,Cedro,1665,434.903,
PE,2604403,Chã de Alegria,2333,599.632,
PE,2604502,Chã Grande,3877,763.482,
PE,2604601,Condado,2960,708.452,
PE,2604700,Correntes,3473,963.578,
PE,2604809,Cortês,2297,499.588,
PE,2604908,Cumaru,3719,928.685,
PE,2605004,Cupira,3612,690.936,
PE,2605103,Custódia,6605,1728.833,
PE,2605152,Dormentes,2346,485.311,
PE,2605202,Escada,10542,2314.72,
PE,2605301,Exu,6443,1950.994,
PE,2605400,Feira Nova,4976,1120.306,
PE,2605459,Fernando de Noronha,15,3.962,
PE,2605509,Ferreiros,1559,397.744,
PE,2605608,Flores,3993,1058.781,
PE,2605707,Floresta,4981,1222.365,
PE,2605806,Frei Miguelinho,3178,830.263,
PE,2605905,Gameleira,4458,917.187,
PE,2606002,Garanhuns,17485,3850.835,
PE,2606101,Glória do Goitá,4745,963.229,
PE,2606200,Goiana,10399,2233.465,
PE,2606309,Granito,1441,415.506,
PE,2606408,Gravatá,12360,2841.284,
PE,2606507,Iati,3647,1060.135,
PE,2606606,Ibimirim,4948,913.931,
PE,2606705,Ibirajuba,1241,265.73,
PE,2606804,Igarassu,13595,2889.606,
PE,2606903,Iguaraci,2148,584.417,
PE,2607000,Inajá,5000,1502.817,
PE,2607109,Ingazeira,831,230.759,
PE,2607208,Ipojuca,11919,2570.834,
PE,2607307,Ipubi,5298,1328.258,
PE,2607406,Itacuruba,846,258.402,
PE,2607505,Itaíba,5063,1452.669,
PE,2607604,Itamaracá,3475,875.732,
PE,2607653,Itambé,5194,1215.808,
PE,2607703,Itapetim,2345,603.072,
PE,2607752,Itapissuma,3579,813.647,
PE,2607802,Itaquitinga,2201,476.457,
PE,2607901,Jaboatão dos Guararapes,67282,12076.921,
PE,2607950,Jaqueira,1888,442.501,
PE,2608008,Jataúba,3866,707.88,
PE,2608057,Jatobá,2258,571.787,
PE,2608107,João Alfredo,4296,913.26,
PE,2608206,Joaquim Nabuco,2725,665.541,
PE,2608255,Jucati,1849,444.548,
PE,2608305,Jupi,2393,504.501,
PE,2608404,Jurema,2832,681.57,
PE,2608453,Lagoa do Carro,2566,629.636,
PE,2608503,Lagoa do Itaenga,2887,566.901,
PE,2608602,Lagoa do Ouro,2278,556.623,
PE,2608701,Lagoa dos Gatos,3052,796.979,
PE,2608750,Lagoa Grande,3761,812.397,
PE,2608800,Lajedo,6111,1581.895,
PE,2608909,Limoeiro,7981,1477.432,
PE,2609006,Macaparana,3068,597.598,
PE,2609105,Machados,2142,514.376,
PE,2609154,Manari,3758,1202.338,
PE,2609204,Maraial,2144,546.025,
PE,2609303,Mirandiba,2679,700.814,
PE,2609402,Moreno,8679,1754.17,
PE,2609501,Nazaré da Mata,3823,854.668,
PE,2609600,Olinda,35422,6096.819,
PE,2609709,Orobó,3603,759.348,
PE,2609808,Orocó,3327,998.054,
PE,2609907,Ouricuri,11240,2602.36,
PE,2610004,Palmares,9387,2165.827,
PE,2610103,Palmeirina,1647,410.628,
PE,2610202,Panelas,4168,945.252,
PE,2610301,Paranatama,2606,675.467,
PE,2610400,Parnamirim,3086,866.169,
PE,2610509,Passira,5292,938.707,
PE,2610608,Paudalho,8940,2269.737,
PE,2610707,Paulista,31294,6003.822,
PE,2610806,Pedra,4769,1084.692,
PE,2610905,Pesqueira,13628,3143.363,
PE,2611002,Petrolândia,5144,1158.09,
PE,2611101,Petrolina,32355,7391.666,
PE,2611200,Poção,2495,627.156,
PE,2611309,Pombos,5071,1241.822,
PE,2611408,Primavera,2273,462.378,
PE,2611507,Quipapá,3759,977.21,
PE,2611533,Quixaba,1066,275.996,
PE,2611606,Recife,101525,16640.465,
PE,2611705,Riacho das Almas,3898,869.517,
PE,2611804,Ribeirão,5946,1044.674,
PE,2611903,Rio Formoso,3021,867.904,
PE,2612000,Sairé,2167,459.618,
PE,2612109,Salgadinho,1352,294.839,
PE,2612208,Salgueiro,7245,1349.94,
PE,2612307,Saloá,2657,844.804,
PE,2612406,Sanharó,3710,769.663,
PE,2612455,Santa Cruz,2348,663.774,
PE,2612471,Santa Cruz da Baixa Verde,1768,345.481,
PE,2612505,Santa Cruz do Capibaribe,12252,2406.203,
PE,2612554,Santa Filomena,2414,595.047,
PE,2612604,Santa Maria da Boa Vista,8361,2243.646,
PE,2612703,Santa Maria do Cambucá,2751,643.937,
PE,2612802,Santa Terezinha,1723,451.264,
PE,2612901,São Benedito do Sul,1966,529.98,
PE,2613008,São Bento do Una,7948,2116.828,
PE,2613107,São Caitano,5550,1208.28,
PE,2613206,São João,3970,1048.698,
PE,2613305,São Joaquim do Monte,4174,945.053,
PE,2613404,São José da Coroa Grande,2720,726.56,
PE,2613503,São José do Belmonte,5811,1686.365,
PE,2613602,São José do Egito,5201,974.403,
PE,2613701,São Lourenço da Mata,12969,2468.64,
PE,2613800,São Vicente Ferrer,2744,639.417,
PE,2613909,Serra Talhada,9625,2156.227,
PE,2614006,Serrita,2976,754.383,
PE,2614105,Sertânia,5871,1369.863,
PE,2614204,Sirinhaém,5065,1169.167,
PE,2614303,Moreilândia,2206,614.651,
PE,2614402,Solidão,897,264.479,
PE,2614501,Surubim,9490,2769.965,
PE,2614600,Tabira,4931,1270.244,
PE,2614709,Tacaimbó,2708,710.504,
PE,2614808,Tacaratu,3401,819.787,
PE,2614857,Tamandaré,3097,755.417,
PE,2615003,Taquaritinga do Norte,3232,589.16,
PE,2615102,Terezinha,1199,357.563,
PE,2615201,Terra Nova,1513,412.975,
PE,2615300,Timbaúba,5618,1052.172,
PE,2615409,Toritama,4211,764.006,
PE,2615508,Tracunhaém,2294,473.137,
PE,2615607,Trindade,4904,1319.653,
PE,2615706,Triunfo,1879,367.959,
PE,2615805,Tupanatinga,4848,1316.56,
PE,2615904,Tuparetama,1417,390.947,
PE,2616001,Venturosa,2860,597.059,
PE,2616100,Verdejante,1217,307.568,
PE,2616183,Vertente do Lério,1563,352.397,
PE,2616209,Vertentes,2577,497.192,
PE,2616308,Vicência,3628,729.434,
PE,2616407,Vitória de Santo Antão,21521,4077.493,
PE,2616506,Xexéu,2358,538.531,
PE,2699919,Muribeca,,,
PE,2699929,Nossa Senhora do Ó de Goyanna,,,
PE,2699939,Cimbres,,,
PI,2200053,Acauã,1298,278.08,
PI,2200103,Agricolândia,902,242.155,
PI,2200202,Água Branca,2405,565.416,
PI,2200251,Alagoinha do Piauí,1496,312.432,
PI,2200277,Alegrete do Piauí,865,210.264,
PI,2200301,Alto Longá,2483,496.569,
PI,2200400,Altos,4356,842.177,
PI,2200459,Alvorada do Gurguéia,926,299.845,
PI,2200509,Amarante,3169,937.998,
PI,2200608,Angical do Piauí,1645,334.876,
PI,2200707,Anísio de Abreu,1625,300.351,
PI,2200806,Antônio Almeida,506,152.287,
PI,2200905,Aroazes,1072,294.447,
PI,2200954,Aroeiras de Itaim,498,86.338,
PI,2201002,Arraial,835,204.784,
PI,2201051,Assunção do Piauí,1316,316.867,
PI,2201101,Avelino Lopes,2464,723.12,
PI,2201150,Baixa Grande do Ribeiro,1907,515.449,
PI,2201176,Barra D'Alcântara,799,210.132,
PI,2201200,Barras,9107,2643.529,
PI,2201309,Barreiras do Piauí,755,213.386,
PI,2201408,Barro Duro,1371,243.848,
PI,2201507,Batalha,4719,1290.052,
PI,2201556,Bela Vista do Piauí,656,157.71,
PI,2201572,Belém do Piauí,674,163.315,
PI,2201606,Beneditinos,1853,527.322,
PI,2201705,Bertolínia,995,284.556,
PI,2201739,Betânia do Piauí,1313,313.011,
PI,2201770,Boa Hora,1699,503.391,
PI,2201804,Bocaina,651,150.327,
PI,2201903,Bom Jesus,3734,919.311,
PI,2201919,Bom Princípio do Piauí,984,175.301,
PI,2201929,Bonfim do Piauí,1044,275.861,
PI,2201945,Boqueirão do Piauí,1137,317.962,
PI,2201960,Brasileira,1320,328.188,
PI,2201988,Brejo do Piauí,916,282.183,
PI,2202000,Buriti dos Lopes,3607,1103.592,
PI,2202026,Buriti dos Montes,1448,415.472,
PI,2202059,Cabeceiras do Piauí,1760,509.86,
PI,2202075,Cajazeiras do Piauí,466,107.336,
PI,2202083,Cajueiro da Praia,955,170.48,
PI,2202091,Caldeirão Grande do Piauí,1046,292.934,
PI,2202109,Campinas do Piauí,1195,283.957,
PI,2202117,Campo Alegre do Fidalgo,1158,301.984,
PI,2202133,Campo Grande do Piauí,1093,282.069,
PI,2202174,Campo Largo do Piauí,1815,540.281,
PI,2202208,Campo Maior,5749,1218.917,
PI,2202251,Canavieira,702,207.852,
PI,2202307,Canto do Buriti,3829,861.483,
PI,2202406,Capitão de Campos,1976,514.194,
PI,2202455,Capitão Gervásio Oliveira,1084,295.779,
PI,2202505,Caracol,2046,634.679,
PI,2202539,Caraúbas do Piauí,1134,231.385,
PI,2202554,Caridade do Piauí,1203,253.379,
PI,2202604,Castelo do Piauí,2932,812.198,
PI,2202653,Caxingó,968,263.828,
PI,2202703,Cocal,4788,1163.62,
PI,2202711,Cocal de Telha,991,249.518,
PI,2202729,Cocal dos Alves,1164,288.384,
PI,2202737,Coivaras,735,184.775,
PI,2202752,Colônia do Gurguéia,1327,331.407,
PI,2202778,Colônia do Piauí,1391,324.748,
PI,2202802,Conceição do Canindé,993,235.455,
PI,2202851,Coronel José Dias,961,272.946,
PI,2202901,Corrente,3615,882.835,
PI,2203008,Cristalândia do Piauí,1348,392.252,
PI,2203107,Cristino Castro,1777,563.988,
PI,2203206,Curimatá,1787,548.289,
PI,2203230,Currais,925,235.422,
PI,2203255,Curralinhos,813,254.106,
PI,2203271,Curral Novo do Piauí,977,258.873,
PI,2203305,Demerval Lobão,2758,699.887,
PI,2203354,Dirceu Arcoverde,1209,384.795,
PI,2203404,Dom Expedito Lopes,988,185.64,
PI,2203420,Domingos Mourão,776,209.418,
PI,2203453,Dom Inocêncio,1898,445.052,
PI,2203503,Elesbão Veloso,1887,349.581,
PI,2203602,Eliseu Martins,719,192.659,
PI,2203701,Esperantina,6387,1639.736,
PI,2203750,Fartura do Piauí,1201,372.213,
PI,2203800,Flores do Piauí,948,208.001,
PI,2203859,Floresta do Piauí,492,111.303,
PI,2203909,Floriano,4438,822.171,
PI,2204006,Francinópolis,878,179.526,
PI,2204105,Francisco Ayres,719,183.441,
PI,2204154,Francisco Macedo,456,109.688,
PI,2204204,Francisco Santos,1178,237.63,
PI,2204303,Fronteiras,1772,449.313,
PI,2204352,Geminiano,1135,283.723,
PI,2204402,Gilbués,1685,486.745,
PI,2204501,Guadalupe,1437,411.095,
PI,2204550,Guaribas,991,319.181,
PI,2204600,Hugo Napoleão,727,161.853,
PI,2204659,Ilha Grande,1517,331.479,
PI,2204709,Inhuma,2398,469.069,
PI,2204808,Ipiranga do Piauí,1491,274.767,
PI,2204907,Isaías Coelho,1773,423.424,
PI,2205003,Itainópolis,1897,354.919,
PI,2205102,Itaueira,1558,339.093,
PI,2205151,Jacobina do Piauí,1234,259.421,
PI,2205201,Jaicós,3412,814.261,
PI,2205250,Jardim do Mulato,950,261.114,
PI,2205276,Jatobá do Piauí,898,231.172,
PI,2205300,Jerumenha,952,255.637,
PI,2205359,João Costa,590,132.478,
PI,2205409,Joaquim Pires,2474,666.259,
PI,2205458,Joca Marques,1068,254.22,
PI,2205508,José de Freitas,5743,1438.453,
PI,2205516,Juazeiro do Piauí,894,214.416,
PI,2205524,Júlio Borges,990,301.11,
PI,2205532,Jurema,1015,268.052,
PI,2205540,Lagoinha do Piauí,432,88.993,
PI,2205557,Lagoa Alegre,1472,452.889,
PI,2205565,Lagoa do Barro do Piauí,706,189.867,
PI,2205573,Lagoa de São Francisco,1043,253.619,
PI,2205581,Lagoa do Piauí,804,234.631,
PI,2205599,Lagoa do Sítio,1095,276.392,
PI,2205607,Landri Sales,1124,284.181,
PI,2205706,Luís Correia,5096,1073.047,
PI,2205805,Luzilândia,5044,1338.243,
PI,2205854,Madeiro,1380,402.511,
PI,2205904,Manoel Emídio,824,171.719,
PI,2205953,Marcolândia,1817,477.425,
PI,2206001,Marcos Parente,902,177.577,
PI,2206050,Massapê do Piauí,1068,305.141,
PI,2206100,Matias Olímpio,2071,586.981,
PI,2206209,Miguel Alves,5938,1761.01,
PI,2206308,Miguel Leão,197,49.443,
PI,2206357,Milton Brandão,1174,290.241,
PI,2206407,Monsenhor Gil,1649,456.647,
PI,2206506,Monsenhor Hipólito,1306,337.667,
PI,2206605,Monte Alegre do Piauí,1774,544.77,
PI,2206654,Morro Cabeça no Tempo,811,259.228,
PI,2206670,Morro do Chapéu do Piauí,1142,306.002,
PI,2206696,Murici dos Portelas,1380,272.821,
PI,2206704,Nazaré do Piauí,1333,373.858,
PI,2206720,Nazária,1965,515.82,
PI,2206753,Nossa Senhora de Nazaré,860,183.756,
PI,2206803,Nossa Senhora dos Remédios,2136,533.096,
PI,2206902,Novo Oriente do Piauí,1073,234.788,
PI,2206951,Novo Santo Antônio,659,180.656,
PI,2207009,Oeiras,5729,1153.365,
PI,2207108,Olho D'Água do Piauí,473,120.758,
PI,2207207,Padre Marcos,1451,373.05,
PI,2207306,Paes Landim,818,228.103,
PI,2207355,Pajeú do Piauí,595,126.862,
PI,2207405,Palmeira do Piauí,825,197.074,
PI,2207504,Palmeirais,2822,631.189,
PI,2207553,Paquetá,831,198.509,
PI,2207603,Parnaguá,2075,615.272,
PI,2207702,Parnaíba,11731,2135.528,
PI,2207751,Passagem Franca do Piauí,881,224.735,
PI,2207777,Patos do Piauí,909,160.784,
PI,2207793,Pau D'Arco do Piauí,897,227.177,
PI,2207801,Paulistana,3604,689.087,
PI,2207850,Pavussu,1091,253.761,
PI,2207900,Pedro II,6893,2032.555,
PI,2207934,Pedro Laurentino,549,155.54,
PI,2207959,Nova Santa Rita,940,230.186,
PI,2208007,Picos,9225,1475.298,
PI,2208106,Pimenteiras,1938,528.069,
PI,2208205,Pio IX,3186,597.95,
PI,2208304,Piracuruca,4840,1217.657,
PI,2208403,Piripiri,6393,1285.555,
PI,2208502,Porto,2298,733.827,
PI,2208551,Porto Alegre do Piauí,457,114.43,
PI,2208601,Prata do Piauí,713,190.601,
PI,2208650,Queimada Nova,1402,347.255,
PI,2208700,Redenção do Gurguéia,1963,622.373,
PI,2208809,Regeneração,3713,909.463,
PI,2208858,Riacho Frio,891,248.448,
PI,2208874,Ribeira do Piauí,1046,211.268,
PI,2208908,Ribeiro Gonçalves,932,263.541,
PI,2209005,Rio Grande do Piauí,1259,302.274,
PI,2209104,Santa Cruz do Piauí,1019,238.878,
PI,2209153,Santa Cruz dos Milagres,562,140.937,
PI,2209203,Santa Filomena,985,287.199,
PI,2209302,Santa Luz,1146,344.675,
PI,2209351,Santana do Piauí,597,119.783,
PI,2209377,Santa Rosa do Piauí,924,210.219,
PI,2209401,Santo Antônio de Lisboa,896,256.348,
PI,2209450,Santo Antônio dos Milagres,287,97.533,
PI,2209500,Santo Inácio do Piauí,685,171.457,
PI,2209559,São Braz do Piauí,992,245.966,
PI,2209609,São Félix do Piauí,435,102.19,
PI,2209658,São Francisco de Assis do Piauí,1219,355.713,
PI,2209708,São Francisco do Piauí,1087,293.089,
PI,2209757,São Gonçalo do Gurguéia,448,127.922,
PI,2209807,São Gonçalo do Piauí,824,195.25,
PI,2209856,São João da Canabrava,805,198.531,
PI,2209872,São João da Fronteira,997,266.414,
PI,2209906,São João da Serra,1185,339.959,
PI,2209955,São João da Varjota,699,174.582,
PI,2209971,São João do Arraial,1839,550.476,
PI,2210003,São João do Piauí,2988,789.78,
PI,2210052,São José do Divino,1031,258.132,
PI,2210102,São José do Peixe,736,162.022,
PI,2210201,São José do Piauí,1017,257.358,
PI,2210300,São Julião,1055,275.993,
PI,2210359,São Lourenço do Piauí,1020,275.478,
PI,2210375,São Luis do Piauí,406,111.464,
PI,2210383,São Miguel da Baixa Grande,286,65.738,
PI,2210391,São Miguel do Fidalgo,546,147.048,
PI,2210409,São Miguel do Tapuio,2819,584.512,
PI,2210508,São Pedro do Piauí,2757,633.072,
PI,2210607,São Raimundo Nonato,5162,1363.082,
PI,2210623,Sebastião Barros,736,188.535,
PI,2210631,Sebastião Leal,706,133.116,
PI,2210656,Sigefredo Pacheco,1936,443.821,
PI,2210706,Simões,2026,423.234,
PI,2210805,Simplício Mendes,2008,510.334,
PI,2210904,Socorro do Piauí,891,230.075,
PI,2210938,Sussuapara,896,159.321,
PI,2210953,Tamboril do Piauí,589,146.318,
PI,2210979,Tanque do Piauí,445,104.57,
PI,2211001,Teresina,65244,14963.359,
PI,2211100,União,7349,2251.975,
PI,2211209,Uruçuí,3097,848.642,
PI,2211308,Valença do Piauí,2542,465.064,
PI,2211357,Várzea Branca,1193,277.557,
PI,2211407,Várzea Grande,857,194.311,
PI,2211506,Vera Mendes,627,130.876,
PI,2211605,Vila Nova do Piauí,501,110.743,
PI,2211704,Wall Ferraz,779,143.936,
PR,4100103,Abatiá,382,76.68,
PR,4100202,Adrianópolis,381,66.73,
PR,4100301,Agudos do Sul,709,162.669,
PR,4100400,Almirante Tamandaré,3772,781.464,
PR,4100459,Altamira do Paraná,273,46.494,
PR,4100509,Altônia,652,122.677,
PR,4100608,Alto Paraná,738,148.001,
PR,4100707,Alto Piquiri,562,113.973,
PR,4100806,Alvorada do Sul,435,80.13,
PR,4100905,Amaporã,462,92.205,
PR,4101002,Ampére,362,62.705,
PR,4101051,Anahy,107,21.496,
PR,4101101,Andirá,1036,229.697,
PR,4101150,Ângulo,151,34.292,
PR,4101200,Antonina,1426,279.81,
PR,4101309,Antônio Olinto,670,104.482,
PR,4101408,Apucarana,3102,596.044,
PR,4101507,Arapongas,2517,475.727,
PR,4101606,Arapoti,1150,222.261,
PR,4101655,Arapuã,337,68.864,
PR,4101705,Araruna,445,75.08,
PR,4101804,Araucária,4562,1087.816,
PR,4101853,Ariranha do Ivaí,125,24.385,
PR,4101903,Assaí,660,113.365,
PR,4102000,Assis Chateaubriand,861,153.305,
PR,4102109,Astorga,694,135.991,
PR,4102208,Atalaia,106,21.214,
PR,4102307,Balsa Nova,665,138.754,
PR,4102406,Bandeirantes,1055,192.481,
PR,4102505,Barbosa Ferraz,934,161.433,
PR,4102604,Barracão,538,117.502,
PR,4102703,Barra do Jacaré,136,30.434,
PR,4102752,Bela Vista da Caroba,217,39.657,
PR,4102802,Bela Vista do Paraíso,652,147.527,
PR,4102901,Bituruna,1024,179.475,
PR,4103008,Boa Esperança,272,52.584,
PR,4103024,Boa Esperança do Iguaçu,106,24.406,
PR,4103040,Boa Ventura de São Roque,647,128.934,
PR,4103057,Boa Vista da Aparecida,643,139.452,
PR,4103107,Bocaiúva do Sul,816,202.296,
PR,4103156,Bom Jesus do Sul,172,28.365,
PR,4103206,Bom Sucesso,225,42.696,
PR,4103222,Bom Sucesso do Sul,146,31.407,
PR,4103305,Borrazópolis,414,79.304,
PR,4103354,Braganey,310,63.783,
PR,4103370,Brasilândia do Sul,197,36.766,
PR,4103404,Cafeara,106,23.243,
PR,4103453,Cafelândia,409,80.358,
PR,4103479,Cafezal do Sul,174,35.341,
PR,4103503,Califórnia,398,88.06,
PR,4103602,Cambará,1596,345.091,
PR,4103701,Cambé,2929,635.69,
PR,4103800,Cambira,297,61.159,
PR,4103909,Campina da Lagoa,756,150.068,
PR,4103958,Campina do Simão,376,73.318,
PR,4104006,Campina Grande do Sul,1780,416.205,
PR,4104055,Campo Bonito,302,54.232,
PR,4104105,Campo do Tenente,606,157.372,
PR,4104204,Campo Largo,3823,809.786,
PR,4104253,Campo Magro,973,211.276,
PR,4104303,Campo Mourão,3246,677.348,
PR,4104402,Cândido de Abreu,1197,235.157,
PR,4104428,Candói,935,165.117,
PR,4104451,Cantagalo,677,123.628,
PR,4104501,Capanema,489,89.059,
PR,4104600,Capitão Leônidas Marques,683,145.77,
PR,4104659,Carambeí,846,180.87,
PR,4104709,Carlópolis,511,93.467,
PR,4104808,Cascavel,6544,1293.525,
PR,4104907,Castro,3991,859.13,
PR,4105003,Catanduvas,535,96.491,
PR,4105102,Centenário do Sul,481,94.9,
PR,4105201,Cerro Azul,1652,305.368,
PR,4105300,Céu Azul,231,43.342,
PR,4105409,Chopinzinho,999,219.001,
PR,4105508,Cianorte,1470,289.073,
